title,category,description,price,link
Home Square 2 Piece Solid Wood Media Console Table Set in Acorn Brown,console-tables,"Included ItemsCrosley  Media Console Table in Acorn x 2Crosley  Media Console Table in AcornAdd polish and style to your home with the sleek midcentury modern design of Crosleys Everett media console. Sure to be a conversation starter our console was designed around that most classic of media components the record player. The heart of the stand is the specially designed turntable compartment. Cleverly tucked into the top of the unit the record player can be accessed through a hinged lid that remains hidden when not in use. In the main cabinet wire dividers help keep your records organized and adjustable shelving makes room for plenty of accessories. Combined with Crosleys reputation for quality craftsmanship and design our Everett console is a timeless piece you will enjoy for years to come.Features Finish AcornMaterial MDF Birch Veneer 90 Solid Hardwood  Veneers 100 Solid Rubberwood 10Inspired by classic midcentury modern designHinged top reveals space for component turntableStorage behind sliding doorsWire record slots for record storageGenuine metal hardwareSpecifications Product Dimensions  34.25"" H x 44"" W x 18"" DProduct Weight  104.75 lbsNumber of Doors  2",768,https://www.houzz.com/products/home-square-2-piece-solid-wood-media-console-table-set-in-acorn-brown-prvw-vr~176973876
Home Square 2 Piece Square Solid Wood End Table Set in Espresso,side-tables-and-accent-tables,"Included ItemsEnd Table in Espresso Wood Finish x 2End Table in Espresso Wood FinishThe Oxford End Table by Convenience Concepts is a great addition to any home to any home. In an Espresso finish its sure to complement any home decor.  Featuring a middle and bottom shelf that provide plenty of space to display collectibles or every day necessities with ease of access. Made of wood this table is built to last for many years of enjoyment. Coordinating pieces are also available sold separately.Features Beautiful Espresso wood finishColor EspressoTools providedEasy AssemblyWill Provide Years of EnjoymentCompliments any DecorMiddle and Bottom Shelf for additional storage(W) 15.75"" x (L) 15.75"" x (H) 24""Specifications Product Weight  17.7 lbsProduct Dimensions  (W) 15.75"" x (L) 15.75"" x (H) 24""",170,https://www.houzz.com/products/home-square-2-piece-square-solid-wood-end-table-set-in-espresso-prvw-vr~176973509
Home Square 2 Piece Square Solid Wood End Table Set in Sea Foam Green,side-tables-and-accent-tables,"Included ItemsSquare End Table in Sea Foam Green Wood Finish x 2Square End Table in Sea Foam Green Wood FinishThe Oxford Square End Table by Convenience Concepts is a great addition to any home. Available in multiple finishes its sure to complement any decor. Featuring a bottom shelf that provides plenty of space to display collectibles or everyday necessities with ease of access. Made of wood this table is built to last for many years of enjoyment. The ""X"" frame gives it a a fresh twist on a classic style. Coordinating pieces are also available sold separately.Features Beautiful sea foam green wood finishQuick and Easy Set UpMaterial MDF Non Lead Base PaintAvailable in Multiple FinishesMiddle and Bottom Shelf for Additional StorageComplements any DecorWill Provide Years of Enjoyment24"" H x 15.75"" W x 15.75"" DSpecifications Product Dimensions  24"" H x 15.75"" W x 15.75"" DProduct Weight  18",170,https://www.houzz.com/products/home-square-2-piece-square-solid-wood-end-table-set-in-sea-foam-green-prvw-vr~176973786
Home Square 2 Piece Upholstered Floral Accent Chair Set in Red and Orange,armchairs-and-accent-chairs,"Included ItemsBarrel Back Upholstered Floral Accent Chair in Red and Orange x 2Barrel Back Upholstered Floral Accent Chair in Red and OrangeExpress your oneofakind style with this cantmiss accent chair. Traditional style arm chair comes with a splash of color that warmly complements a living room with casual decor. Chair fabric features autumn leave pattern in orange and red with a touch of gold. It is sturdily constructed with flared arms and a barrel back for comfort. Leg finish is in dark brown to complete what is sure to be a conversation starter.FeaturesFinish MulticolorMaterial Fabric WoodType of Pattern Autumn leavesUpholstery Type Woven fabricStyle TraditionalPattern FloralTheme Flowers and plantsOverall Product Dimensions 33"" H x 25.5"" W x 28"" DOverall Product Weight 28 lbsSeat Depth 17.5""",796,https://www.houzz.com/products/home-square-2-piece-upholstered-floral-accent-chair-set-in-red-and-orange-prvw-vr~176973577
Home Square 2 Piece Upholstered Velvet Accent Chair Set in Navy and Chrome,armchairs-and-accent-chairs,"Included Items19""H Velvet Accent Chair in Navy and Chrome x 219""H Velvet Accent Chair in Navy and ChromeElegant and eyecatching the stunning Noah Chair from Meridian Furniture is the perfect addition to any space. Rich velvet covers the plush comfortable seat padded with highdensity foam. Strength is offered by the stunning Stainless Steel legs which feature a beautiful Chrome finish.Features Upholstery Material Navy VelvetFinish ChromeSturdy Stainless Steel BasePadded with High Density Foam for Maximum ComfortSolid Wood FrameSuits Various Styles of DecorContemporary DesignSpecifications Product Dimensions  33.5"" W x 29.5"" D x 35.5"" HProduct Weight  58 lbsAssembly Required  YesSeat Dimensions  Seat Width 29""Seat Height 19""Seat Depth 18""Arm Height 26""",894,https://www.houzz.com/products/home-square-2-piece-upholstered-velvet-accent-chair-set-in-navy-and-chrome-prvw-vr~176973439
Home Square 2 Piece Velvet Living Room Sofa Set in Dark Blue,sofas-and-sectionals,"Included ItemsEton Velvet  Living Room Sofa In Dark Blue x 2Eton Velvet  Living Room Sofa In Dark BlueElevate your living room with this midcentury sofa. Plush cushions ensure comfort and support for hours of lounging and relaxation. This velvet sofa is suitable for any kind of decor.Features Tapered legs and linen upholstery of this seating collection create a stylish look that embraces vintage flair and modern living.Complete your living room decor with these chic seating optionsClean profile lend midcentury charm to any decor.Upholstery Material VelvetUpholstery Color Drak BlueLeg Material MetalSpecifications Product Dimensions  79""W x 30""D x 35""HProduct Weight  99Weight Capacity  600Assembly Required  YesUpholstery Color  Dark Blue",1490,https://www.houzz.com/products/home-square-2-piece-velvet-living-room-sofa-set-in-dark-blue-prvw-vr~178226145
Home Square 2 Piece Velvet Upholstered Accent Chair Set in Emerald Green/Black,armchairs-and-accent-chairs,"Included ItemsVelvet Fabric Upholstered Accent Chair in Emerald Green/Black x 2Velvet Fabric Upholstered Accent Chair in Emerald Green/BlackAccentuate your home dcor and have your guests green with envy when they rest their eyes on the sophisticated beauty of this occasional chair from the Harvey Park collection. This stunning accent chair features a large cushioned seat and backrest that provides you with comfort and convenience you can enjoy while you sit back and relax while you scroll on your smartphone or watch the evening news after a long day. Its emerald green velvet fabric gives this oneofakind chair its unique appeal and luxurious design that is sure to add to the aesthetic of your home. It also features four black powdercoated metal legs for added durability and a charming touch of detail. Attractive from every angle this contemporary inspired accent chair adds chic style no matter where it stands in your home  in the living room your office the dining room or even your bedroom This fabulous chair is everything your home has ever wanted.Features Finish Emerald Green and BlackMaterial Velvet FabricStyle ContemporaryLarge cushioned seat and back rest for extra comfortPowdercoated metal legsResidential use onlySpecifications Product Dimensions  30.51"" H x 24.41"" W x 24.41"" DProduct Weight  23 lbs",415,https://www.houzz.com/products/home-square-2-piece-velvet-upholstered-accent-chair-set-in-emerald-green-black-prvw-vr~176973415
"Home Square 3 Piece Set with 70"" Fireplace TV Stand and 2 End Tables in Oak",entertainment-centers-and-tv-stand,"Included Items70"" Farmhouse Wood Fireplace TV Stand with Glass Doors  Rustic Oak x 1Square Tray Side Table  Rustic Oak x 270"" Farmhouse Wood Fireplace TV Stand with Glass Doors  Rustic OakWelcome additional warmth to your home with this 70inch fireplace TV stand. With a beautiful farmhouse style made of highgrade MDF durable laminate tempered safety glass and metal including an electric fireplace front and center. The window pane side cabinets make items visible whether to display books or DVDs. Including cord management and adjustable shelving in a traditional and transitional style. Cuddle up by the fireplace as you heat up the room whether in your living room or bedroom. This entertainment center can hold up to a 78inch TV or can be used as a storage console in your bedroom.Features With a traditional transitional and farmhouse design styleMade of highgrade MDF durable laminate tempered safety glass metal and 18"" log fireplace insertCan fit up to a 78inch TVSquare Tray Side Table  Rustic OakUniquely designed with a tray style table top this square side table is both functional and stylish. Incorporating a rustic industrial design style to update your living room. The square tray table top makes it easy to embellish with dcor of your choice without any chance of them falling off. Table top crafted of highgrade MDF and durable laminate held up by metal legs and including a mesh metal shelf.Features With durable laminate and metal designIncorporating a rustic industrial design style to update your homeCan be used as side table in living room end table near your reading chair or nightstand in your bedroomTable top is in a tray style for added style and functionalityFeaturing a lower shelf of mesh metal for books or dcorShips readytoassemble with stepbystep instructions",538,https://www.houzz.com/products/home-square-3-piece-set-with-70-fireplace-tv-stand-and-2-end-tables-in-oak-prvw-vr~174839942
"Home Square 3 Piece Set with 70"" TV Stand and 2 Tray Side Tables in Rustic Oak",entertainment-centers-and-tv-stand,Included Items70 inch Wood Media TV Stand Storage Console in Rustic Oak x 1Square Tray Side Table  Rustic Oak x 270 inch Wood Media TV Stand Storage Console in Rustic OakDisplay your TV in style with this wood media stand. Crafted from highgrade MDF with a durable laminate finish for a rich textured surface this storage console features three adjustable shelves for anything from your electronics to your home dcor. With a cord management port at the back of each shelving space youll never have to worry about a tangled mess of wires as itll keep them organized. This entertainment stand mixes a traditional style with the on trend rustic farmhouse look with its simple design and will be a classic piece to your living room. Console will accommodate most flatpanel TVs up to 70 inches.Features Made of highgrade MDF with beautiful durable laminate finishEffective cable management systemShips ready to assemble with step by step instructionsSquare Tray Side Table  Rustic OakUniquely designed with a tray style table top this square side table is both functional and stylish. Incorporating a rustic industrial design style to update your living room. The square tray table top makes it easy to embellish with dcor of your choice without any chance of them falling off. Table top crafted of highgrade MDF and durable laminate held up by metal legs and including a mesh metal shelf.Features With durable laminate and metal designIncorporating a rustic industrial design style to update your homeCan be used as side table in living room end table near your reading chair or nightstand in your bedroomTable top is in a tray style for added style and functionalityFeaturing a lower shelf of mesh metal for books or dcorShips readytoassemble with stepbystep instructions,497,https://www.houzz.com/products/home-square-3-piece-set-with-70-tv-stand-and-2-tray-side-tables-in-rustic-oak-prvw-vr~175636619
"Home Square 3 Piece Set with 70"" TV Stand Bookcase and Hall Tree in Rustic Oak",entertainment-centers-and-tv-stand,"Included Items72"" Industrial Metal and Wood Hall Tree  Rustic Oak x 170"" Farmhouse TV Stand Console with Side Grooved Doors in Rustic Oak x 164"" Farmhouse Metal X Bookcase  Rustic Oak x 170"" Farmhouse TV Stand Console with Side Grooved Doors in Rustic OakImprove your living space with our 70 inch Modern Farmhouse Console as its both practical and stylish. This TV stand features two beadboard designed side doors with adjustable shelving inside and in the center of the piece. It is constructed of highgrade MDF along with exposed metal hardware for an overall modern farmhouse and coastal style. This versatile piece can be used in your living room as a centerpiece and storage unit to decorate with nautical themed decor or as an entertainment center for placing your TV on to watch your favorite shows with friends and family. Either way this console table will give you just the right amount of space needed for your items and be a stylish addition to your space. Featured color in Rustic Oak.Features Showcases both modern farmhouse and coastal styleWood grain surface made of highgrade MDF and laminateCan fit up to a 78 inch TV with cord managementAdjustable shelvesShips readytoassemble with step by step instructionsSpecifications Product Dimensions  24"" H x 70"" L x 16"" WProduct Weight  96 poundsWeight Capacity  200 pounds72"" Industrial Metal and Wood Hall Tree  Rustic OakKeep your hallway tidy and organized with our industrial inspired design hall tree. Perfect to store all of your outdoor attire hats coats shoes or umbrellas. Keep your familys items off the floor to dry and easy to use. Beautifully designed and durably constructed its a wonderful addition to any home.Features Beautiful Rustic Oak finishMade of PowderCoated Metal HighGrade MDF and a Durable LaminateMultiple clothing hangersConvenient spacious benchOpen bottom storage space perfect for shoesShips readytoassemble with stepbystep instructionsSpecifications Product Dimensions  72"" H x 40 W x 17 DProduct Weight  5364"" Farmhouse Metal X Bookcase  Rustic OakProvide shelving for your collectibles books and dcor with this 64inch bookcase with four spacious shelves. In a highgrade MDF durable laminate and metal design featuring metal accents on the corners and xshaped backings. With a farmhouse style for a rustic industrial appearance to your home. Add in your entryway hallway bedroom kitchen or home office to store your items and keep them organized.Features In a rustic industrial farmhouse and urban industrial design styleMade of highgrade MDF durable laminate and metalUse as a bookcase or decorative storage space in your home",891,https://www.houzz.com/products/home-square-3-piece-set-with-70-tv-stand-bookcase-and-hall-tree-in-rustic-oak-prvw-vr~175636782
HomeFare Five Drawer MultiColor Wood Console,console-tables,"Enjoy added character with this five drawer MultiColor console.  Two stationary shelves along the bottom for open storage and organization.  The distressed finish on the drawer fronts are accented by custom ring pulls.Features This console will give your room a rustic cottage feel and plenty of character.With five drawers and two stationary shelves you will have several options for organizationDistressed finish in a perfect combination of blue and warm brown.No assembly required.Specifications Product Dimensions  60.0"" L x 16.0"" W x 36.0"" HTable Weight  111.3Assembly Required  No",1115,https://www.houzz.com/products/homefare-five-drawer-multi-color-wood-console-prvw-vr~161309224
Homelegance Pecos Double Reclining Loveseat Red Leather Gel Match,sofas-and-sectionals,Homelegance Pecos Double Reclining Loveseat in Red Leather Gel MatchThe Pecos Collection blends style and function to create a platform for relaxation. Modernizing the look of the ample seating is an inset contrast welt. Available in manual or power reclining mechanism to provide the user with a smooth transition from seated to reclined position. The leather gel match covered collection is offered in three stylish colors  Gray red and dark brown.Loveseat (1),1162,https://www.houzz.com/products/homelegance-pecos-double-reclining-loveseat-red-leather-gel-match-prvw-vr~163478668
"HomeRoots 10"" x 20"" x 3"" Buffed Talla Cut Edge Oval Tray",coffee-and-accent-tables,"Beautify your home with a decoration thats cool and dazzling which will also give modern appeal to your room with this captivating oval tray. With this exquisite oval tray youll leave a lasting impression on everyone who sees it while also creating a classy effect on your walls. Its an addition both good looking and hard wearing. It will last you for a long time. This alluring oval tray is expertly made of high grade aluminum. As for measurements they are 3"" for height 10"" for width 20"" for depth and 2.45 pounds for weight. You can mix it with other decorations to create the perfect look.",79,https://www.houzz.com/products/homeroots-10-x-20-x-3-buffed-talla-cut-edge-oval-tray-prvw-vr~152114524
"HomeRoots 154"" X 80"" X 80"" Brown Sofa Love",sofas-and-sectionals,"Bring this sofa into your living space for a contemporary touch in your dcor. Fully upholstered in soft brown fabric this sofa offers comfort and style in its totality. Quality materials and beautiful construction makes it a lovely piece of furniture for modern homes. Dimensions 154"" X 80"" X 80"".",2912,https://www.houzz.com/products/homeroots-154-x-80-x-80-brown-sofa-love-prvw-vr~166374944
"HomeRoots 160"" X 82"" X 66"" Beige Sofa Love",sofas-and-sectionals,"Bring this sofa into your living space for a contemporary touch in your dcor. Fully upholstered in soft beige leather this sofa offers comfort and style in its totality. Quality materials and beautiful construction makes it a lovely piece of furniture for modern homes. Dimensions 160"" X 82"" X 66"".",4972,https://www.houzz.com/products/homeroots-160-x-82-x-66-beige-sofa-love-prvw-vr~166374553
"HomeRoots 21"" X 74"" X 31"" Cherry Oak Wood Poly Resin Glass TV Console",entertainment-centers-and-tv-stand,Stunning detailing and flawless finishing these are the words that most appropriately describes the uniqueness of this TV stand. This furniture reflects classic European design in scrollwork accent on the legs and trim base. Each piece of this collection is crafted with refined wood and further enhanced with eyecatching veneer in cherry oak with hand brush accents. Standing at an imposing size of 21 by 74 by 31 inches this showpiece is sure to make a striking impression upon guest and friends. This delectable stand is the preferred spot to safely and stylishly store electrical appliances and gadgets. It also features touched light glass doors and shelves and antique finish hardware.,2744,https://www.houzz.com/products/homeroots-21-x-74-x-31-cherry-oak-wood-poly-resin-glass-tv-console-prvw-vr~171246284
Homestead Collection Footstool Stain and Clear Lacquer Finish,ottomans-and-cubes,"From Montana Woodworks  the largest manufacturer of handcrafted heirloom quality rustic furnishings in America comes the Homestead Collection line of furniture products. Handcrafted in the mountains of Montana using solid American grown wood the artisans rough saw all the timbers and accessory trim pieces for a look uniquely reminiscent of the timberframed homes once found on the American frontier. A versatile piece of rustic decor the log footstool by Montana Woodworks  is a very popular item. Use it in conjunction with your rocking chair for a relaxing evening or it can also be used as a step stool for those hard to reach places. The rough sawn genuine lodge pole pine legs combine with the solid American grown wood laminated top to create an exceptionally sturdy little stool. Capacity 300 pounds. Comes fully assembled. This item comes professionally finished with premium grade stain and lacquer. 20year limited warranty included at no additional charge.Handcrafted by the artisans of Montana the Homestead Collection of fine rustic furniture features timbers and trim pieces similar reminiscent of a timber framed home on the American frontier. Made in Montana U.S.A. with solid American grown wood.Hand Crafted in Montana U.S.A.Solid U.S. grown genuine lodge pole pine woodTimbers and Trim Pieces are Sawn Square for Rustic Timber Frame / Barn wood Design AppearanceHeirloom Quality20 Year Limited WarrantyDurable Build Fit and FinishEach Piece Signed By The Artisan Who Makes ItSolid Wood Edge Glued PanelsSolid genuine lodge pole pine LegsFinish Specifications Stained  LacqueredCategory Living Bedroom Kitchen/DiningWarranty 20Year LimitedManufacturers Recommendations Read ""Use and Care Instructions"".",87,https://www.houzz.com/products/homestead-collection-footstool-stain-and-clear-lacquer-finish-prvw-vr~53174454
Homestyles Modern Craftsman Brown Console Table,console-tables,Capture a little of that arts and crafts style with this Homestyles Modern Craftsman Sofa Table. The solid poplar hardwood and veneer frame sits atop a decorative metal foundation for a desirable mixed materials look. The durable construction of both the metal frame and the wood top make this a truly timeless addition to any room your home.Features Poplar is a hardwood known for its beautiful straight grains and smooth finish.Veneer provides the beauty and feel of natural woodgrain.Beautiful and timeless oak finish.Some assembly required using our easytounderstand directions.Furniture conveniently delivers straight to your home.U.S.based Homestyles has delivered exceptional online furniture experiences for more than 20 yearsSpecifications Assembly Required  YesHardware  Hardware IncludedWeight Capacity  60Warranty  YesNumber of Drawers  2Number of Shelves  1,268,https://www.houzz.com/products/homestyles-modern-craftsman-brown-console-table-prvw-vr~28651586
Homestyles Modern Craftsman Brown Wood Media Console,entertainment-centers-and-tv-stand,Capture a little of that arts and crafts style with this Homestyles Modern Craftsman Sofa Table. The solid poplar hardwood and veneer drawers and shelf sit atop a decorative metal foundation for a desirable mixed materials look. The durable construction of both the metal frame and the wood make this a truly timeless addition. Use it as a media console or as a larger console table in any room your home.Features Beautiful and timeless oak finish.Poplar is a hardwood known for its beautiful straight grains and smooth finish.The mixed materials complement a variety of dcor styles.Some assembly required using our easytounderstand directions.Furniture conveniently delivers straight to your home.U.S.based Homestyles has delivered exceptional online furniture experiences for more than 20 years.Specifications Assembly Required  YesHardware  Hardware includedFrame Material  MetalNumber of Shelves  2Number of Drawers  2,405,https://www.houzz.com/products/homestyles-modern-craftsman-brown-wood-media-console-prvw-vr~81673906
Homestyles Modern Craftsman Brown Wood Media Stand,entertainment-centers-and-tv-stand,Capture a little of that arts and crafts style with this Homestyles Modern Craftsman Media Stand. The console table and two media towers combine to form a wall full or organization for any large room. The solid poplar hardwood and veneer combine with metal frame for a desirable mixed materials look.Features Set includes console table and two media towers.Poplar is a hardwood known for its beautiful straight grains and smooth finish.Works perfectly in the living room entertainment room or home office.Some assembly required using our easytounderstand directions.Furniture conveniently delivers straight to your home.U.S.based Homestyles has delivered exceptional online furniture experiences for more than 20 years.Specifications Assembly Required  YesHardware  Hardware includedFrame Material  MetalNumber of Shelves  6Number of Drawers  3,904,https://www.houzz.com/products/homestyles-modern-craftsman-brown-wood-media-stand-prvw-vr~14857893
Homestyles Seaside Lodge Off White Wood Console Table,coffee-and-accent-tables,Whether placed behind a sofa or up against a wall add the finishing touches to your living spaces with this Homestyles Seaside Lodge Coffee Table. The combination of open storage and a large top creates plenty of space for displaying a variety of items. The weathered finish is easy to clean and will continue to add style to your space for years to come.Features Plank top creates a rustic look.The strength of mahogany makes it durable and the beauty stands the test of time.Aged finish for a worn and weathered look giving it a oneofakind appearance.Some assembly required using our easytounderstand directions.Furniture conveniently delivers straight to your home.U.S.based Homestyles has delivered exceptional online furniture experiences for more than 20 years.Specifications Assembly Required  YesHardware  Hardware includedFrame Material  Wood,301,https://www.houzz.com/products/homestyles-seaside-lodge-off-white-wood-console-table-prvw-vr~98469511
Homestyles Seaside Lodge Off White Wood End Table,side-tables-and-accent-tables,Whether outfitting the master bedroom or making a guest room feel like a guest suite nothing finishes a room like this Homestyles Seaside Lodge End Table. The wide open storage and airy design brings a coastal feel into any bedroom. It matches other Seaside Lodge bedroom collection essentials and the durable construction makes this a truly timeless addition to your home.Features Off White finish is refined and timeless.Some assembly required using our easytounderstand directions.Furniture conveniently delivers straight to your home.U.S.based Homestyles has delivered exceptional online furniture experiences for more than 20 yearsSpecifications Assembly Required  YesHardware  Hardware IncludedWeight Capacity  60Warranty  Yes,243,https://www.houzz.com/products/homestyles-seaside-lodge-off-white-wood-end-table-prvw-vr~98469509
Hooker Furniture La Grange St James Metal and Stone Console,coffee-and-accent-tables,The collection includes heavily distressed oak and hickory surfaces extensive carving and scroll work aged metals sedimentary stone and primitive textiles. Each piece has a unique story to tell while still retaining the authentic American character of the original collection. LaGrange is updated with a fresh new personality brought to life by four distinctive finishes and modern conveniences for todays lifestyles.Features Oxidized Iron basePolished stone topNarrow depth,2872,https://www.houzz.com/products/hooker-furniture-la-grange-st-james-metal-and-stone-console-prvw-vr~156817055
Horatio Box Weave Linen Chaise Silver Streak,chaise-lounge-chairs,"This simplified chaise combines cleanlined contemporary comfort with an echo of the past. Its unmistakable camelback creates a welcoming headrest atop the generously sized lounging platform. Recessed square feet cement the looks modern leanings.Tandem Arbor is passionate about providing opportunity and access for every customer to create custom furniture to fit their individual style and needs. Upon order each piece is handcrafted based on our customers specifications then built using the highest quality raw materials that are all locally sourced and ecofriendly. The result is oneofakind furniture at an exceptional value madetoorder in North Carolina.All Horatio Chaises have a single bench seat and a tight back cushion.Overall Dimensions are 43""W x 74""D x 33""HFrames are benchmade from crossdirectional engineered hardwood. Each frame has centered cross rails to reinforce the life of the furniture piece.All upholstery is handsewn onto the frame to ensure a perfect fit.This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel this fabric is crisp in tailoring. While it is not technically a performance fabric it is a woven fabric with a high fabric abrasion resistance of 100000 double rubs.",6336,https://www.houzz.com/products/horatio-box-weave-linen-chaise-silver-streak-prvw-vr~161276236
Horatio Crushed Velvet Chaise Oyster,chaise-lounge-chairs,"This simplified chaise combines cleanlined contemporary comfort with an echo of the past. Its unmistakable camelback creates a welcoming headrest atop the generously sized lounging platform. Recessed square feet cement the looks modern leanings.Tandem Arbor is passionate about providing opportunity and access for every customer to create custom furniture to fit their individual style and needs. Upon order each piece is handcrafted based on our customers specifications then built using the highest quality raw materials that are all locally sourced and ecofriendly. The result is oneofakind furniture at an exceptional value madetoorder in North Carolina.All Horatio Chaises have a single bench seat and a tight back cushion.Overall Dimensions are 43""W x 74""D x 33""HFrames are benchmade from crossdirectional engineered hardwood. Each frame has centered cross rails to reinforce the life of the furniture piece.All upholstery is handsewn onto the frame to ensure a perfect fit.A lustrous velvet weave with an enhanced texture in the pile to create a textured striation. This opulent fabric evokes the look of a silk velvet. It has a rich luster and supple hand creating a luxe look and a stylish option for adding a touch of glam.",6336,https://www.houzz.com/products/horatio-crushed-velvet-chaise-oyster-prvw-vr~161276652
Horatio Plush Velvet Chaise Alabaster,chaise-lounge-chairs,"This simplified chaise combines cleanlined contemporary comfort with an echo of the past. Its unmistakable camelback creates a welcoming headrest atop the generously sized lounging platform. Recessed square feet cement the looks modern leanings.Tandem Arbor is passionate about providing opportunity and access for every customer to create custom furniture to fit their individual style and needs. Upon order each piece is handcrafted based on our customers specifications then built using the highest quality raw materials that are all locally sourced and ecofriendly. The result is oneofakind furniture at an exceptional value madetoorder in North Carolina.All Horatio Chaises have a single bench seat and a tight back cushion.Overall Dimensions are 43""W x 74""D x 33""HFrames are benchmade from crossdirectional engineered hardwood. Each frame has centered cross rails to reinforce the life of the furniture piece.All upholstery is handsewn onto the frame to ensure a perfect fit.A buttery soft fabric with a subtle sheen and soft hand for an elegant look. This is considered a performance fabric because it is 100000 double rubs and is inherently waterproof with an easy clean ability.",6336,https://www.houzz.com/products/horatio-plush-velvet-chaise-alabaster-prvw-vr~161276647
Horatio Vintage Leather Chaise Oyster,chaise-lounge-chairs,"This simplified chaise combines cleanlined contemporary comfort with an echo of the past. Its unmistakable camelback creates a welcoming headrest atop the generously sized lounging platform. Recessed square feet cement the looks modern leanings.Tandem Arbor is passionate about providing opportunity and access for every customer to create custom furniture to fit their individual style and needs. Upon order each piece is handcrafted based on our customers specifications then built using the highest quality raw materials that are all locally sourced and ecofriendly. The result is oneofakind furniture at an exceptional value madetoorder in North Carolina.All Horatio Chaises have a single bench seat and a tight back cushion.Overall Dimensions are 43""W x 74""D x 33""HFrames are benchmade from crossdirectional engineered hardwood. Each frame has centered cross rails to reinforce the life of the furniture piece.All upholstery is handsewn onto the frame to ensure a perfect fit.Leather is a natural product and as such there will be variations between the product demonstrated and the one received. Please view the fullsize leather swatch to see the intricacies of the leather used to upholster products.A semianiline Vintage Leather has a distressed oily pullup that features a natural grain and a light sheen highlighting the handcrafted nature of leather with its aged appeal.",7777,https://www.houzz.com/products/horatio-vintage-leather-chaise-oyster-prvw-vr~177504187
Horeb Contemporary Tufted Double Chaise Lounge with Accent Pillows Beige  Dark,chaise-lounge-chairs,"Effortlessly transform your indoor space with a luxurious accessory of comfort. Refined with traditional elements such as a stunning nailhead trim and scroll arms our outstanding double chaise lounge is both an elegant and contemporary addition to your living room space. Featuring beautiful button tufting diamond stitching and beautifully turned legs this chaise lounge is the perfect spot to stretch out in relaxation. Finished with two accent pillows and two bolster pillows this chaise lounge invites you to unwind in outstanding style with its spectacular design.CONTEMPORARY DESIGN Featuring eyecatching button tufted diamond stitching camelback design nailhead trim and beautiful scroll arms our chaise lounge offers the look feel and design of a truly contemporary piece. With a minimalistic yet refined structure this set brings out a simplistic style that emphasizes comfort and functionality.BUTTON TUFTED DIAMOND STITCH The buttontufted stitching in the seating offers an extra touch of sophistication that enhances its contemporary design. The diamond stitch pattern adds a bit of texture without sacrificing any comfort.NAILHEAD ACCENTS This chaise lounge spares no expense when it comes to its finishing details. Expertly styled this piece has tasteful nailhead accents bordering the armrests. Each nailhead is individually applied for a beautiful handcrafted touch.ACCENT PILLOWS This chaise lounge includes two accent pillows and two bolster pillows giving this piece both extra comfort and a boost of style. This perfectly matches the scroll arms they can be removed for a cleaner look.DOUBLE CHAISE LOUNGE Choose an accessory that is the perfect size for you and your furniture. This double chaise lounge is 62.50"" W x 58.50"" D x 34.00"" H. You will love how much your space can transform with the simple addition of this charming lounge.Includes One (1) Chaise LoungeMaterial FabricFabric Composition 100 PolyesterLeg Material Birch WoodColor BeigeLeg Finish Dark BrownHandCrafted DetailsAssembly RequiredDimensions 58.50 inches deep x 62.50 inches wide x 34.00 inches highSeat Dimensions 47.75 inches deep x 43.75 inches wide x 19.00 inches highArm Height 29.00 inches",949,https://www.houzz.com/products/horeb-contemporary-tufted-double-chaise-lounge-with-accent-pillows-beige-dark-prvw-vr~168674391
Horizon End Table With Drawer,side-tables-and-accent-tables,"Modern simple and stylish our Horizon End Table was developed for those who appreciate balance as much as they appreciate a space thats clean and organized. Its carefully executed two tone design uses a matte black frame to showcase the tables rich mocha finish. The top features a short border on 3 sides for unique appeal that also prevents tipping and spills. The open middle shelf and smooth sliding drawer provide plenty of space to store your living or bedroom essentials. Think convenient storage within arms reach. Made from solid wood for natural beauty and durability that can withstand constant use.Elegant industrial inspired design complements contemporary decorSimple and easy assembly with all hardware included2 open shelves and 1 smooth sliding drawer provide plenty of storage space.Matte black frame accentuates rich mocha finish for enhanced appealPerfect for tight apartments living rooms bedrooms home offices and more.Solid wood construction for increased durability and longevityColor TwoTone (Mocha Black)Material Pine (Top) Beech (Legs)Weight Capacity(lb.) 80Item 1 D 22""Item 1 H 24""Item 1 W 22""Item Weight (lb.) 28.25",131,https://www.houzz.com/products/horizon-end-table-with-drawer-prvw-vr~124035326
Horton Stool Blue,ottomans-and-cubes,The Horton Stool is all about sophisticated glam. With a velvety upholstery and caged brass base this stool is both stylish and functional. Perfect for adding extra seating around your home or to accompany your vanity.,308,https://www.houzz.com/products/horton-stool-blue-prvw-vr~159634813
Hourglass Side Table,side-tables-and-accent-tables,Carved from solid wood with soft lines mimicking an houglass this side table is effortlessly elegant.,449,https://www.houzz.com/products/hourglass-side-table-prvw-vr~160879382
House Delphine TV Stand Charcoal Finish,entertainment-centers-and-tv-stand,Designed for fans of our previous Vendome and Dresden collections our House Delphine TV Stand embodies the romance of traditional design with a lighter touch. The piece is handfinished in sophisticated gray hues and feature ornamental curves and flourishes highlighted by silver trims. Inspired by French Baroque but with more finesse than flamboyance Delphine delivers vintage European elegance to the modern American lifestyle.,1034,https://www.houzz.com/products/house-delphine-tv-stand-charcoal-finish-prvw-vr~166390424
